"","midptage","age","sex","location","cause","avgIR","avgCF","year"
"1894",77,"75 to 79","Male","Global","Intracerebral hemorrhage",0.00612826462408445,0.705869161786605,2004
"1895",77,"75 to 79","Male","Global","Ischemic heart disease",0.0218289327591203,0.0542287868204994,2004
"1896",77,"75 to 79","Male","Global","Ischemic stroke",0.00703153930594927,0.102108287937065,2004
"1897",82,"80 to 84","Female","Global","Hypertensive heart disease",0.00297870301565854,0.0955005530025273,2004
"1898",82,"80 to 84","Female","Global","Intracerebral hemorrhage",0.00595916928180467,0.782205036818754,2004
"1899",82,"80 to 84","Female","Global","Ischemic heart disease",0.0263178962680002,0.0909198787784521,2004
"1900",82,"80 to 84","Female","Global","Ischemic stroke",0.0128425038730721,0.129668175294768,2004
"1901",82,"80 to 84","Male","Global","Hypertensive heart disease",0.00295998896077691,0.08301446724468,2004
"1902",82,"80 to 84","Male","Global","Intracerebral hemorrhage",0.00792917270832425,0.99,2004
"1903",82,"80 to 84","Male","Global","Ischemic heart disease",0.0396130280014556,0.0762249188502336,2004
"1904",82,"80 to 84","Male","Global","Ischemic stroke",0.0136283258080801,0.17309758337882,2004
"1905",87,"85 to 89","Female","Global","Hypertensive heart disease",0.00504357291737933,0.101857433754143,2004
"1906",87,"85 to 89","Female","Global","Intracerebral hemorrhage",0.00835560188391626,0.99,2004
"1907",87,"85 to 89","Female","Global","Ischemic heart disease",0.0533280289439272,0.155814675270398,2004
"1908",87,"85 to 89","Female","Global","Ischemic stroke",0.0240039159410047,0.233462104780469,2004
"1909",87,"85 to 89","Male","Global","Hypertensive heart disease",0.00485435633856804,0.0989408551755065,2004
"1910",87,"85 to 89","Male","Global","Intracerebral hemorrhage",0.0109398844791445,0.99,2004
"1911",87,"85 to 89","Male","Global","Ischemic heart disease",0.0763717996899236,0.123092704574702,2004
"1912",87,"85 to 89","Male","Global","Ischemic stroke",0.0236971239485071,0.314263246846939,2004
"1913",92,"90 to 94","Female","Global","Hypertensive heart disease",0.00850181406949908,0.120049506691896,2004
"1914",92,"90 to 94","Female","Global","Intracerebral hemorrhage",0.0106353051357954,0.99,2004
"1915",92,"90 to 94","Female","Global","Ischemic heart disease",0.0952175962509393,0.248432266763397,2004
"1916",92,"90 to 94","Female","Global","Ischemic stroke",0.0373483300796155,0.354014951634903,2004
"1917",92,"90 to 94","Male","Global","Hypertensive heart disease",0.00706179402352745,0.116266855685938,2004
"1918",92,"90 to 94","Male","Global","Intracerebral hemorrhage",0.0115361788069124,0.99,2004
"1919",92,"90 to 94","Male","Global","Ischemic heart disease",0.126942569261708,0.1911003543556,2004
"1920",92,"90 to 94","Male","Global","Ischemic stroke",0.0332882820951659,0.486604419016218,2004
"1921",22,"20 to 24","Female","Global","Hypertensive heart disease",2.69029732925328e-06,0.175766580195639,2003
"1922",22,"20 to 24","Female","Global","Intracerebral hemorrhage",1.84450954378529e-05,0.0216760312611933,2003
"1923",22,"20 to 24","Female","Global","Ischemic heart disease",2.91856643111362e-05,0.0755191425861213,2003
"1924",22,"20 to 24","Female","Global","Ischemic stroke",3.62385917775363e-06,0.00155959377166446,2003
"1925",22,"20 to 24","Male","Global","Hypertensive heart disease",2.1419382167534e-06,0.116906396983003,2003
"1926",22,"20 to 24","Male","Global","Intracerebral hemorrhage",2.28222470916123e-05,0.0350377180706318,2003
"1927",22,"20 to 24","Male","Global","Ischemic heart disease",3.97328869283871e-05,0.0961368072677754,2003
"1928",22,"20 to 24","Male","Global","Ischemic stroke",3.27190017204071e-06,0.00205478425675573,2003
"1929",27,"25 to 29","Female","Global","Hypertensive heart disease",4.95540653338322e-06,0.0894562615390568,2003
"1930",27,"25 to 29","Female","Global","Intracerebral hemorrhage",2.83842225662391e-05,0.0250150645343205,2003
"1931",27,"25 to 29","Female","Global","Ischemic heart disease",4.55526687935559e-05,0.0412067346369414,2003
"1932",27,"25 to 29","Female","Global","Ischemic stroke",5.25293699186555e-06,0.0018651118723197,2003
"1933",27,"25 to 29","Male","Global","Hypertensive heart disease",3.97685110427925e-06,0.057744694041358,2003
"1934",27,"25 to 29","Male","Global","Intracerebral hemorrhage",3.17577924887881e-05,0.0347104268200989,2003
"1935",27,"25 to 29","Male","Global","Ischemic heart disease",6.98726740656161e-05,0.0536425141306271,2003
"1936",27,"25 to 29","Male","Global","Ischemic stroke",4.56586645915654e-06,0.00235328816227363,2003
"1937",32,"30 to 34","Female","Global","Hypertensive heart disease",9.46590839725621e-06,0.0840340152919551,2003
"1938",32,"30 to 34","Female","Global","Intracerebral hemorrhage",4.48720508778099e-05,0.0295716575739651,2003
"1939",32,"30 to 34","Female","Global","Ischemic heart disease",7.85589197751848e-05,0.0328462114243772,2003
"1940",32,"30 to 34","Female","Global","Ischemic stroke",8.16187588182021e-06,0.00233319606862509,2003
"1941",32,"30 to 34","Male","Global","Hypertensive heart disease",8.21153296313939e-06,0.0584912535589887,2003
"1942",32,"30 to 34","Male","Global","Intracerebral hemorrhage",5.74693134461125e-05,0.0436505856245674,2003
"1943",32,"30 to 34","Male","Global","Ischemic heart disease",0.000146842778265162,0.049463035137039,2003
"1944",32,"30 to 34","Male","Global","Ischemic stroke",8.11990114583877e-06,0.00330873022356778,2003
"1945",37,"35 to 39","Female","Global","Hypertensive heart disease",1.54726518148855e-05,0.0763544061084408,2003
"1946",37,"35 to 39","Female","Global","Intracerebral hemorrhage",7.26158684694716e-05,0.0336950436894136,2003
"1947",37,"35 to 39","Female","Global","Ischemic heart disease",0.00011263147253745,0.0259392926290637,2003
"1948",37,"35 to 39","Female","Global","Ischemic stroke",1.25850141822825e-05,0.00278263919335313,2003
"1949",37,"35 to 39","Male","Global","Hypertensive heart disease",1.64696803493036e-05,0.064436612894259,2003
"1950",37,"35 to 39","Male","Global","Intracerebral hemorrhage",0.00010513600984947,0.0518220962479599,2003
"1951",37,"35 to 39","Male","Global","Ischemic heart disease",0.000286213053208568,0.0489322283693795,2003
"1952",37,"35 to 39","Male","Global","Ischemic stroke",1.52510825311405e-05,0.00464053373094635,2003
"1953",42,"40 to 44","Female","Global","Hypertensive heart disease",2.92044227967423e-05,0.0698254392751805,2003
"1954",42,"40 to 44","Female","Global","Intracerebral hemorrhage",0.000143751105479943,0.0472466995389363,2003
"1955",42,"40 to 44","Female","Global","Ischemic heart disease",0.000207771511507592,0.0266648231548305,2003
"1956",42,"40 to 44","Female","Global","Ischemic stroke",2.52285468787014e-05,0.00417868795162224,2003
"1957",42,"40 to 44","Male","Global","Hypertensive heart disease",3.45360575965433e-05,0.0646061451123189,2003
"1958",42,"40 to 44","Male","Global","Intracerebral hemorrhage",0.000215692138582827,0.0685689948880914,2003
"1959",42,"40 to 44","Male","Global","Ischemic heart disease",0.000548615048306269,0.0478517661900823,2003
"1960",42,"40 to 44","Male","Global","Ischemic stroke",3.48652269360439e-05,0.00762858442881408,2003
"1961",47,"45 to 49","Female","Global","Hypertensive heart disease",5.90174348550725e-05,0.0577773631228013,2003
"1962",47,"45 to 49","Female","Global","Intracerebral hemorrhage",0.000293112623590186,0.0656358962750855,2003
"1963",47,"45 to 49","Female","Global","Ischemic heart disease",0.00039041257582543,0.0290668046059171,2003
"1964",47,"45 to 49","Female","Global","Ischemic stroke",5.58664823769655e-05,0.00659039939128853,2003
"1965",47,"45 to 49","Male","Global","Hypertensive heart disease",6.24054927140195e-05,0.0485180255091118,2003
"1966",47,"45 to 49","Male","Global","Intracerebral hemorrhage",0.000376351666923163,0.0753982641455462,2003
"1967",47,"45 to 49","Male","Global","Ischemic heart disease",0.000977946812102161,0.0444280105476679,2003
"1968",47,"45 to 49","Male","Global","Ischemic stroke",8.41672670354386e-05,0.0122746323956801,2003
"1969",52,"50 to 54","Female","Global","Hypertensive heart disease",0.000106374879878649,0.0596116601931986,2003
"1970",52,"50 to 54","Female","Global","Intracerebral hemorrhage",0.000493461618859155,0.0767675828467376,2003
"1971",52,"50 to 54","Female","Global","Ischemic heart disease",0.000651757964205566,0.0291085884028448,2003
"1972",52,"50 to 54","Female","Global","Ischemic stroke",0.000105017243362586,0.00854822057295259,2003
"1973",52,"50 to 54","Male","Global","Hypertensive heart disease",0.000116569375661182,0.0521469729953918,2003
"1974",52,"50 to 54","Male","Global","Intracerebral hemorrhage",0.000698598849488104,0.0933408072657236,2003
"1975",52,"50 to 54","Male","Global","Ischemic heart disease",0.00169091692574212,0.041794876203185,2003
"1976",52,"50 to 54","Male","Global","Ischemic stroke",0.000179048218922238,0.0168894467552812,2003
"1977",57,"55 to 59","Female","Global","Hypertensive heart disease",0.000175214069805794,0.0787195203456333,2003
"1978",57,"55 to 59","Female","Global","Intracerebral hemorrhage",0.000742415689588042,0.0856751304678151,2003
"1979",57,"55 to 59","Female","Global","Ischemic heart disease",0.00116407270177521,0.0307311523287454,2003
"1980",57,"55 to 59","Female","Global","Ischemic stroke",0.000206623435069551,0.0107239563411316,2003
"1981",57,"55 to 59","Male","Global","Hypertensive heart disease",0.000195224637784131,0.0682843931105461,2003
"1982",57,"55 to 59","Male","Global","Intracerebral hemorrhage",0.0011477022247923,0.108059890803603,2003
"1983",57,"55 to 59","Male","Global","Ischemic heart disease",0.00287611349970102,0.0396642416530037,2003
"1984",57,"55 to 59","Male","Global","Ischemic stroke",0.000373938573075628,0.0212350075457622,2003
"1985",62,"60 to 64","Female","Global","Hypertensive heart disease",0.000304347605898639,0.0814644515907419,2003
"1986",62,"60 to 64","Female","Global","Intracerebral hemorrhage",0.0012515664180893,0.120332335791284,2003
"1987",62,"60 to 64","Female","Global","Ischemic heart disease",0.00219315686272728,0.0351900650479087,2003
"1988",62,"60 to 64","Female","Global","Ischemic stroke",0.000610961118593809,0.0206647222553635,2003
"1989",62,"60 to 64","Male","Global","Hypertensive heart disease",0.000345276377051556,0.070752059472295,2003
"1990",62,"60 to 64","Male","Global","Intracerebral hemorrhage",0.00182426391913243,0.137431944746125,2003
"1991",62,"60 to 64","Male","Global","Ischemic heart disease",0.00479498698682186,0.0398537878909983,2003
"1992",62,"60 to 64","Male","Global","Ischemic stroke",0.00103648139899903,0.0374333844156399,2003
"1993",67,"65 to 69","Female","Global","Hypertensive heart disease",0.000529503519636452,0.0589782836621094,2003
"1994",67,"65 to 69","Female","Global","Intracerebral hemorrhage",0.00204060361277966,0.193954417853733,2003
"1995",67,"65 to 69","Female","Global","Ischemic heart disease",0.00400640345467303,0.0378657926328493,2003
"1996",67,"65 to 69","Female","Global","Ischemic stroke",0.00126503307701409,0.0280383552975171,2003
"1997",67,"65 to 69","Male","Global","Hypertensive heart disease",0.000560071958681888,0.0481733421190243,2003
"1998",67,"65 to 69","Male","Global","Intracerebral hemorrhage",0.00284360670253988,0.210404706996481,2003
"1999",67,"65 to 69","Male","Global","Ischemic heart disease",0.00798485981315684,0.0394319572179614,2003
"2000",67,"65 to 69","Male","Global","Ischemic stroke",0.00196463984669985,0.0485037213626778,2003
"2001",72,"70 to 74","Female","Global","Hypertensive heart disease",0.000971457285042019,0.0627046956366727,2003
"2002",72,"70 to 74","Female","Global","Intracerebral hemorrhage",0.00285976377907359,0.305959302308001,2003
"2003",72,"70 to 74","Female","Global","Ischemic heart disease",0.0076068864386386,0.047719803593132,2003
"2004",72,"70 to 74","Female","Global","Ischemic stroke",0.00333953884984338,0.0518422590796007,2003
"2005",72,"70 to 74","Male","Global","Hypertensive heart disease",0.00101480719518049,0.0510331413148925,2003
"2006",72,"70 to 74","Male","Global","Intracerebral hemorrhage",0.0040140507425165,0.347104448160569,2003
"2007",72,"70 to 74","Male","Global","Ischemic heart disease",0.0133388037941727,0.0454527614212089,2003
"2008",72,"70 to 74","Male","Global","Ischemic stroke",0.00414834604181235,0.0756795975350047,2003
"2009",77,"75 to 79","Female","Global","Hypertensive heart disease",0.00165770283546956,0.0769011549619038,2003
"2010",77,"75 to 79","Female","Global","Intracerebral hemorrhage",0.00440326527968037,0.554040720027269,2003
"2011",77,"75 to 79","Female","Global","Ischemic heart disease",0.0137008949001236,0.0615803344505681,2003
"2012",77,"75 to 79","Female","Global","Ischemic stroke",0.00609595295593568,0.0735691541558351,2003
"2013",77,"75 to 79","Male","Global","Hypertensive heart disease",0.00169291648768307,0.0626461527282113,2003
"2014",77,"75 to 79","Male","Global","Intracerebral hemorrhage",0.00613936398837477,0.706995371501934,2003
"2015",77,"75 to 79","Male","Global","Ischemic heart disease",0.0221576630022049,0.0546057174820965,2003
"2016",77,"75 to 79","Male","Global","Ischemic stroke",0.00706432782520888,0.102697282466045,2003
"2017",82,"80 to 84","Female","Global","Hypertensive heart disease",0.0029854110093318,0.0959701778477418,2003
"2018",82,"80 to 84","Female","Global","Intracerebral hemorrhage",0.00581469954952796,0.771065727285091,2003
"2019",82,"80 to 84","Female","Global","Ischemic heart disease",0.0268443512819778,0.09251490162204,2003
"2020",82,"80 to 84","Female","Global","Ischemic stroke",0.0129637534653864,0.130533624281209,2003
"2021",82,"80 to 84","Male","Global","Hypertensive heart disease",0.00301563942124671,0.0846905429404152,2003
"2022",82,"80 to 84","Male","Global","Intracerebral hemorrhage",0.00786490591380042,0.99,2003
"2023",82,"80 to 84","Male","Global","Ischemic heart disease",0.0408468806004131,0.0779769784237818,2003
"2024",82,"80 to 84","Male","Global","Ischemic stroke",0.0138856834016808,0.176314786911336,2003
"2025",87,"85 to 89","Female","Global","Hypertensive heart disease",0.00498791011484202,0.101142164511938,2003
"2026",87,"85 to 89","Female","Global","Intracerebral hemorrhage",0.00813260962832173,0.99,2003
"2027",87,"85 to 89","Female","Global","Ischemic heart disease",0.0536633555710366,0.155140116045038,2003
"2028",87,"85 to 89","Female","Global","Ischemic stroke",0.0239694847496572,0.233011530334977,2003
"2029",87,"85 to 89","Male","Global","Hypertensive heart disease",0.0048897320110419,0.0997995248709718,2003
"2030",87,"85 to 89","Male","Global","Intracerebral hemorrhage",0.0107888945933829,0.99,2003
"2031",87,"85 to 89","Male","Global","Ischemic heart disease",0.0778404385274956,0.123673254779662,2003
"2032",87,"85 to 89","Male","Global","Ischemic stroke",0.0238503257245016,0.318157351065581,2003
"2033",92,"90 to 94","Female","Global","Hypertensive heart disease",0.00842869214609381,0.118075662970721,2003
"2034",92,"90 to 94","Female","Global","Intracerebral hemorrhage",0.0105582077510393,0.99,2003
"2035",92,"90 to 94","Female","Global","Ischemic heart disease",0.0957672457891992,0.245934648790081,2003
"2036",92,"90 to 94","Female","Global","Ischemic stroke",0.0372907503703645,0.353376561488408,2003
"2037",92,"90 to 94","Male","Global","Hypertensive heart disease",0.0071201764562091,0.116280697021545,2003
"2038",92,"90 to 94","Male","Global","Intracerebral hemorrhage",0.0115960357195172,0.99,2003
"2039",92,"90 to 94","Male","Global","Ischemic heart disease",0.130120359189303,0.191706083158843,2003
"2040",92,"90 to 94","Male","Global","Ischemic stroke",0.0336547265778078,0.495771316685712,2003
"2041",22,"20 to 24","Female","Global","Hypertensive heart disease",2.70133114443222e-06,0.175100436114569,2002
"2042",22,"20 to 24","Female","Global","Intracerebral hemorrhage",1.82896621436279e-05,0.0218549453718783,2002
"2043",22,"20 to 24","Female","Global","Ischemic heart disease",2.8667218195158e-05,0.0742111555088623,2002
"2044",22,"20 to 24","Female","Global","Ischemic stroke",3.59989534922639e-06,0.00156933540128028,2002
"2045",22,"20 to 24","Male","Global","Hypertensive heart disease",2.18335127625869e-06,0.117985642091783,2002
"2046",22,"20 to 24","Male","Global","Intracerebral hemorrhage",2.29374954451984e-05,0.0354700907867596,2002
"2047",22,"20 to 24","Male","Global","Ischemic heart disease",3.90519850057304e-05,0.0945665455785153,2002
"2048",22,"20 to 24","Male","Global","Ischemic stroke",3.28424824309759e-06,0.0020867778654162,2002
"2049",27,"25 to 29","Female","Global","Hypertensive heart disease",4.91929901109697e-06,0.0880555461988894,2002
"2050",27,"25 to 29","Female","Global","Intracerebral hemorrhage",2.78744852966693e-05,0.0248468083178613,2002
"2051",27,"25 to 29","Female","Global","Ischemic heart disease",4.44087855624427e-05,0.0401818563714831,2002
"2052",27,"25 to 29","Female","Global","Ischemic stroke",5.14007499045391e-06,0.00184508090710659,2002
"2053",27,"25 to 29","Male","Global","Hypertensive heart disease",4.0319617747418e-06,0.0580152578864533,2002
"2054",27,"25 to 29","Male","Global","Intracerebral hemorrhage",3.21065347212455e-05,0.0352140217230856,2002
"2055",27,"25 to 29","Male","Global","Ischemic heart disease",6.93797497260304e-05,0.0532494899318353,2002
"2056",27,"25 to 29","Male","Global","Ischemic stroke",4.63079431652784e-06,0.00240857257084582,2002
"2057",32,"30 to 34","Female","Global","Hypertensive heart disease",9.42802838561697e-06,0.083192309814397,2002
"2058",32,"30 to 34","Female","Global","Intracerebral hemorrhage",4.40725478399984e-05,0.0292066394625663,2002
"2059",32,"30 to 34","Female","Global","Ischemic heart disease",7.7241204353906e-05,0.0323862816499514,2002
"2060",32,"30 to 34","Female","Global","Ischemic stroke",8.03641605044797e-06,0.00231670463714608,2002
"2061",32,"30 to 34","Male","Global","Hypertensive heart disease",8.34529673090646e-06,0.0590069949365431,2002
"2062",32,"30 to 34","Male","Global","Intracerebral hemorrhage",5.79438596840917e-05,0.0440572910484559,2002
"2063",32,"30 to 34","Male","Global","Ischemic heart disease",0.000148936148757942,0.0502630413411786,2002
"2064",32,"30 to 34","Male","Global","Ischemic stroke",8.34598355913303e-06,0.0034264663893242,2002
"2065",37,"35 to 39","Female","Global","Hypertensive heart disease",1.56500819538446e-05,0.0772968759681651,2002
"2066",37,"35 to 39","Female","Global","Intracerebral hemorrhage",7.36872351514914e-05,0.0342719844523878,2002
"2067",37,"35 to 39","Female","Global","Ischemic heart disease",0.000113822194158951,0.026393976233889,2002
"2068",37,"35 to 39","Female","Global","Ischemic stroke",1.28489035648732e-05,0.00286159658525131,2002
"2069",37,"35 to 39","Male","Global","Hypertensive heart disease",1.65872793996923e-05,0.06480221894657,2002
"2070",37,"35 to 39","Male","Global","Intracerebral hemorrhage",0.000104157920415647,0.0513741059678829,2002
"2071",37,"35 to 39","Male","Global","Ischemic heart disease",0.000286566830479639,0.049176293816864,2002
"2072",37,"35 to 39","Male","Global","Ischemic stroke",1.55430470123727e-05,0.00476661450567247,2002
"2073",42,"40 to 44","Female","Global","Hypertensive heart disease",2.96265887540224e-05,0.0706666773022884,2002
"2074",42,"40 to 44","Female","Global","Intracerebral hemorrhage",0.000145695177713507,0.0482403712966494,2002
"2075",42,"40 to 44","Female","Global","Ischemic heart disease",0.000209107703651916,0.0268066028399417,2002
"2076",42,"40 to 44","Female","Global","Ischemic stroke",2.56290856199744e-05,0.00428499898828234,2002
"2077",42,"40 to 44","Male","Global","Hypertensive heart disease",3.50258791770125e-05,0.0651848664423322,2002
"2078",42,"40 to 44","Male","Global","Intracerebral hemorrhage",0.00021841676093934,0.0696572182296406,2002
"2079",42,"40 to 44","Male","Global","Ischemic heart disease",0.000561732271659732,0.0489935972887473,2002
"2080",42,"40 to 44","Male","Global","Ischemic stroke",3.58695360192889e-05,0.00794552297254975,2002
"2081",47,"45 to 49","Female","Global","Hypertensive heart disease",5.98262803812514e-05,0.0590565538063473,2002
"2082",47,"45 to 49","Female","Global","Intracerebral hemorrhage",0.000292394803611428,0.0656955518307141,2002
"2083",47,"45 to 49","Female","Global","Ischemic heart disease",0.000396449393733848,0.0297238660265431,2002
"2084",47,"45 to 49","Female","Global","Ischemic stroke",5.60737894015231e-05,0.00666257670178267,2002
"2085",47,"45 to 49","Male","Global","Hypertensive heart disease",6.32307181632593e-05,0.049442620066674,2002
"2086",47,"45 to 49","Male","Global","Intracerebral hemorrhage",0.000378522576529248,0.0762267113262248,2002
"2087",47,"45 to 49","Male","Global","Ischemic heart disease",0.0010097856758288,0.045953700792051,2002
"2088",47,"45 to 49","Male","Global","Ischemic stroke",8.56286189274279e-05,0.0126038198208079,2002
"2089",52,"50 to 54","Female","Global","Hypertensive heart disease",0.000111183459126613,0.0625374801288134,2002
"2090",52,"50 to 54","Female","Global","Intracerebral hemorrhage",0.000514346968835851,0.0792786139541559,2002
"2091",52,"50 to 54","Female","Global","Ischemic heart disease",0.000679814422822041,0.0303849461896935,2002
"2092",52,"50 to 54","Female","Global","Ischemic stroke",0.000108617785576155,0.00888350708662567,2002
"2093",52,"50 to 54","Male","Global","Hypertensive heart disease",0.000119044004469574,0.0533142741412307,2002
"2094",52,"50 to 54","Male","Global","Intracerebral hemorrhage",0.000713491734864131,0.0948083752030133,2002
"2095",52,"50 to 54","Male","Global","Ischemic heart disease",0.0017340932611514,0.0428385587010149,2002
"2096",52,"50 to 54","Male","Global","Ischemic stroke",0.000182540834729776,0.0173587818771382,2002
"2097",57,"55 to 59","Female","Global","Hypertensive heart disease",0.000179181345019377,0.0815446449459314,2002
"2098",57,"55 to 59","Female","Global","Intracerebral hemorrhage",0.000771414425470794,0.0885970898937577,2002
"2099",57,"55 to 59","Female","Global","Ischemic heart disease",0.00120809140024166,0.0317784888745759,2002
"2100",57,"55 to 59","Female","Global","Ischemic stroke",0.000222534302308065,0.0114607820084495,2002
"2101",57,"55 to 59","Male","Global","Hypertensive heart disease",0.000198231751970807,0.0699330304824684,2002
"2102",57,"55 to 59","Male","Global","Intracerebral hemorrhage",0.00116485909224863,0.108826640754641,2002
"2103",57,"55 to 59","Male","Global","Ischemic heart disease",0.00297911435372868,0.0408473180213841,2002
"2104",57,"55 to 59","Male","Global","Ischemic stroke",0.000395356046545404,0.0222992891662923,2002
"2105",62,"60 to 64","Female","Global","Hypertensive heart disease",0.00031092417032914,0.0829520153149849,2002
"2106",62,"60 to 64","Female","Global","Intracerebral hemorrhage",0.00127091126576701,0.122068541467232,2002
"2107",62,"60 to 64","Female","Global","Ischemic heart disease",0.00222295940453296,0.0357676112774247,2002
"2108",62,"60 to 64","Female","Global","Ischemic stroke",0.000621410125332529,0.0210121160680647,2002
"2109",62,"60 to 64","Male","Global","Hypertensive heart disease",0.000354561279264658,0.0725409048244151,2002
"2110",62,"60 to 64","Male","Global","Intracerebral hemorrhage",0.00184303852669405,0.138725334382897,2002
"2111",62,"60 to 64","Male","Global","Ischemic heart disease",0.00487375412928686,0.0404821768444757,2002
"2112",62,"60 to 64","Male","Global","Ischemic stroke",0.0010518858985037,0.0380692200665823,2002
"2113",67,"65 to 69","Female","Global","Hypertensive heart disease",0.000535435459268043,0.0599027611905237,2002
"2114",67,"65 to 69","Female","Global","Intracerebral hemorrhage",0.0020506548541758,0.19591134381095,2002
"2115",67,"65 to 69","Female","Global","Ischemic heart disease",0.00409927952943058,0.0386593187466525,2002
"2116",67,"65 to 69","Female","Global","Ischemic stroke",0.00130762796981265,0.0287870782584589,2002
"2117",67,"65 to 69","Male","Global","Hypertensive heart disease",0.000571853580050651,0.0494839896734425,2002
"2118",67,"65 to 69","Male","Global","Intracerebral hemorrhage",0.00284591651319394,0.210988358234315,2002
"2119",67,"65 to 69","Male","Global","Ischemic heart disease",0.00821284420637251,0.0403159673786582,2002
"2120",67,"65 to 69","Male","Global","Ischemic stroke",0.00201734899698592,0.0496573975244136,2002
"2121",72,"70 to 74","Female","Global","Hypertensive heart disease",0.000993426662244783,0.0640877378685217,2002
"2122",72,"70 to 74","Female","Global","Intracerebral hemorrhage",0.00287314042965541,0.310490083270611,2002
"2123",72,"70 to 74","Female","Global","Ischemic heart disease",0.00770672327502627,0.0484975722829264,2002
"2124",72,"70 to 74","Female","Global","Ischemic stroke",0.00338115186523314,0.0523275004975337,2002
"2125",72,"70 to 74","Male","Global","Hypertensive heart disease",0.00104851370272635,0.0526396796751003,2002
"2126",72,"70 to 74","Male","Global","Intracerebral hemorrhage",0.00400228186588554,0.347671818777962,2002
"2127",72,"70 to 74","Male","Global","Ischemic heart disease",0.0134802841937143,0.0458663243957604,2002
"2128",72,"70 to 74","Male","Global","Ischemic stroke",0.00415140412372522,0.0757641208827579,2002
"2129",77,"75 to 79","Female","Global","Hypertensive heart disease",0.00171450783810303,0.07917769137143,2002
"2130",77,"75 to 79","Female","Global","Intracerebral hemorrhage",0.00448752393469911,0.566685004825274,2002
"2131",77,"75 to 79","Female","Global","Ischemic heart disease",0.013838631691337,0.0621064292154063,2002
"2132",77,"75 to 79","Female","Global","Ischemic stroke",0.00615832309459659,0.0738560141630439,2002
"2133",77,"75 to 79","Male","Global","Hypertensive heart disease",0.00174984238632064,0.0647414532118586,2002
"2134",77,"75 to 79","Male","Global","Intracerebral hemorrhage",0.00615216318478269,0.707765712745543,2002
"2135",77,"75 to 79","Male","Global","Ischemic heart disease",0.0223941508909239,0.0548425029331644,2002
"2136",77,"75 to 79","Male","Global","Ischemic stroke",0.00709946938085154,0.103394513926641,2002
"2137",82,"80 to 84","Female","Global","Hypertensive heart disease",0.00300454030473412,0.0978129414645341,2002
"2138",82,"80 to 84","Female","Global","Intracerebral hemorrhage",0.00579080422250726,0.78145156302058,2002
"2139",82,"80 to 84","Female","Global","Ischemic heart disease",0.0281819762391133,0.095723630392798,2002
"2140",82,"80 to 84","Female","Global","Ischemic stroke",0.013514072210527,0.135845472136975,2002
"2141",82,"80 to 84","Male","Global","Hypertensive heart disease",0.00304755398831218,0.0865157506906375,2002
"2142",82,"80 to 84","Male","Global","Intracerebral hemorrhage",0.00773513359645357,0.99,2002
"2143",82,"80 to 84","Male","Global","Ischemic heart disease",0.0424207989823839,0.0798057225897906,2002
"2144",82,"80 to 84","Male","Global","Ischemic stroke",0.014223249498888,0.180781128239544,2002
"2145",87,"85 to 89","Female","Global","Hypertensive heart disease",0.00499964479194271,0.101214445900229,2002
"2146",87,"85 to 89","Female","Global","Intracerebral hemorrhage",0.00807941381116172,0.99,2002
"2147",87,"85 to 89","Female","Global","Ischemic heart disease",0.0546468071472776,0.156462269118467,2002
"2148",87,"85 to 89","Female","Global","Ischemic stroke",0.024220762830088,0.234201430512837,2002
"2149",87,"85 to 89","Male","Global","Hypertensive heart disease",0.00492368215638429,0.100644388753033,2002
"2150",87,"85 to 89","Male","Global","Intracerebral hemorrhage",0.0106496528689942,0.99,2002
"2151",87,"85 to 89","Male","Global","Ischemic heart disease",0.079131278974045,0.123891084342979,2002
"2152",87,"85 to 89","Male","Global","Ischemic stroke",0.0239574633240196,0.321328231213039,2002
"2153",92,"90 to 94","Female","Global","Hypertensive heart disease",0.00841293221954126,0.116712018974727,2002
"2154",92,"90 to 94","Female","Global","Intracerebral hemorrhage",0.0105893704577274,0.99,2002
"2155",92,"90 to 94","Female","Global","Ischemic heart disease",0.0977916398816118,0.246126281249815,2002
"2156",92,"90 to 94","Female","Global","Ischemic stroke",0.037863648715852,0.358014728018022,2002
"2157",92,"90 to 94","Male","Global","Hypertensive heart disease",0.0071925594458975,0.116364502774208,2002
"2158",92,"90 to 94","Male","Global","Intracerebral hemorrhage",0.0116436886710647,0.99,2002
"2159",92,"90 to 94","Male","Global","Ischemic heart disease",0.133348828856107,0.192109789918118,2002
"2160",92,"90 to 94","Male","Global","Ischemic stroke",0.0341376636366024,0.506194317199673,2002
"2161",22,"20 to 24","Female","Global","Hypertensive heart disease",2.74553483589833e-06,0.176177988204883,2001
"2162",22,"20 to 24","Female","Global","Intracerebral hemorrhage",1.81036214449686e-05,0.0219703048845547,2001
"2163",22,"20 to 24","Female","Global","Ischemic heart disease",2.82562404039001e-05,0.0731267391377284,2001
"2164",22,"20 to 24","Female","Global","Ischemic stroke",3.60185303306473e-06,0.00158687060106653,2001
"2165",22,"20 to 24","Male","Global","Hypertensive heart disease",2.23313350125936e-06,0.119139940214776,2001
"2166",22,"20 to 24","Male","Global","Intracerebral hemorrhage",2.30992834913472e-05,0.0359776157344893,2001
"2167",22,"20 to 24","Male","Global","Ischemic heart disease",3.8412127896344e-05,0.0930343720576086,2001
"2168",22,"20 to 24","Male","Global","Ischemic stroke",3.30992216900045e-06,0.00212272386011074,2001
